"dataset","tissue","celltype","marker"
"tabulasapiens_top10","Thymus","fast muscle cell","TNNI2,TNNT3,MYL1,NEB,MYLPF,SAA1,MYBPC1,CKM,TNNC1,CMYA5"
"tabulasapiens_top10","Thymus","dendritic cell","AC020656.1,FLT3,LGALS2,CLEC9A,CD1E,MYCL,FCER1A,ST18,RGS18,UPK3A"
"tabulasapiens_top10","Thymus","immature natural killer cell","KIT,SH2D1B,KIAA0087,AC244502.1,XCL1,LINC00299,ABCB5,KLRC1,XCL2,SNAP91"
"tabulasapiens_top10","Thymus","thymocyte","SOX4,CCR9,ARMH1,SLAMF1,VIPR2,ITM2A,CLDN5,LEF1,SATB1,CD3D"
"tabulasapiens_top10","Thymus","mast cell","TPSB2,TPSAB1,CPA3,KIT,RHEX,MS4A2,HPGDS,CTSG,HDC,GCSAML"
"tabulasapiens_top20","Thymus","cd4-positive helper t cell","IL7R,CD3E,BCL11B,TCF7,FYB1,CD3D,CD69,LEF1,CD3G,ITK,IL32,LEPROTL1,ARL4C,SPOCK2,CD2,PIK3IP1,RPL10P9,TXK,CAMK4,IKZF1"
"tabulasapiens_top20","Thymus","naive regulatory t cell","CTLA4,PTPRCAP,CD3E,FOXP3,IKZF2,ZAP70,TIGIT,RTKN2,LCK,CD7,SARAF,FXYD5,LEF1,IL2RA,SPOCK2,ARHGAP9,ITK,HSPA8,LIME1,SELL"
"tabulasapiens_top20","Thymus","t follicular helper cell","NLRP6,CD7,SARAF,PBX4,EZR,FAAH2,RGCC,SYTL3,JUND,CREM,FAM177A1,PTPRCAP,CCR7,SPOCK2,VPS37B,AC129492.1,GPR132,USP36,STAT4,LYPD3"
"tabulasapiens_top20","Thymus","cd8-positive, alpha-beta cytotoxic t cell","CCL4,CCL5,GZMK,NKG7,CST7,CD8A,GZMA,CTSW,DUSP2,CCL4L2,PRF1,CD8B,KLRD1,GZMM,KLRG1,XCL2,CRTAM,MATK,GZMH,EOMES"
"tabulasapiens_top20","Thymus","dn4 thymocyte","UBE2C,CKAP2L,NEK2,PIMREG,KIF4A,KIF15,DLGAP5,KIF14,PLK1,KIF2C,TTK,CEP55,KIFC1,HMMR,CDCA2,BIRC5,GTSE1,KIF20A,CDCA8,KIF23"
"tabulasapiens_top20","Thymus","b cell","MS4A1,CD79A,HLA-DRA,CD83,CD74,BANK1,BLK,NAPSB,HLA-DPA1,HLA-DPB1,IRF8,CD19,FCRLA,LINC01781,RPS2P5,IGKV1-5,IGLV2-14,LY9,IGLV1-40,RALGPS2"
"tabulasapiens_top20","Thymus","medullary thymic epithelial cell","KRT19,PRG4,SLPI,KRT8,KRT18,UPK3B,MSLN,OGN,CALB2,MUC16,CFB,CPB1,KLK11,KRT7,PDPN,KRT5,CLDN1,C19orf33,HAS1,COL8A1"
"tabulasapiens_top20","Thymus","fibroblast","DCN,APOD,CFD,MGST1,FBLN1,ADH1B,LUM,SERPINF1,MMP2,C1S,C3,MGP,IGFBP6,COL6A3,C7,COL6A2,COL6A1,LAMA2,GPX3,MFAP5"
"tabulasapiens_top20","Thymus","macrophage","C1QB,C1QA,CD163,C1QC,TYROBP,FCER1G,RNASE1,MRC1,CTSB,VSIG4,MS4A6A,LYVE1,AIF1,MS4A4A,MS4A7,MAFB,CTSD,S100A9,CD14,PLTP"
"tabulasapiens_top20","Thymus","vascular associated smooth muscle cell","ACTA2,TAGLN,TPM2,MYL9,MYH11,TPM1,C11orf96,PPP1R14A,MYLK,CALD1,NOTCH3,AP002956.1,LMOD1,IGFBP5,IGFBP7,CSRP1,ADIRF,CRYAB,MAP1B,RGS5"
"tabulasapiens_top20","Thymus","plasma cell","MZB1,JCHAIN,IGHG1,TXNDC5,IGHG2,DERL3,XBP1,IGHG3,SEC11C,FKBP11,ITM2C,SDF2L1,IGLL5,MYDGF,CD38,POU2AF1,PRDX4,IGLC2,PDIA4,TNFRSF17"
"tabulasapiens_top20","Thymus","vein endothelial cell","ACKR1,PLVAP,AQP1,VWF,PECAM1,RAMP3,OLFM1,IFI27,LIFR,NPDC1,ADGRL4,A2M,EGFL7,CCL14,ETS2,SLCO2A1,ADAMTS9,SOX18,CLU,FLT1"
"tabulasapiens_top20","Thymus","capillary endothelial cell","BTNL9,FABP4,CD36,IFI27,VWF,CD300LG,RBP7,SLC9A3R2,ADGRF5,FLT1,ADGRL4,FCN3,EPAS1,F8,A2M,PECAM1,ID1,HYAL2,CAV1,CLEC14A"
"tabulasapiens_top20","Thymus","endothelial cell of artery","TM4SF1,IGFBP3,IFI27,SLC9A3R2,CLDN5,CLEC14A,CAV1,PECAM1,FAM107A,KCTD12,PODXL,EPAS1,RNASE1,EFNB2,PLPP1,SOX18,PALMD,PTPRB,CRIP2,RAMP2"
"tabulasapiens_top20","Thymus","nk cell","GNLY,NKG7,KLRD1,GZMB,CCL3,TYROBP,FCER1G,KLRF1,CLIC3,FCGR3A,KLRC1,FGFBP2,XCL2,XCL1,SH2D1B,CX3CR1,S1PR5,TRDC,NCR1,GAPDHS"
"tabulasapiens_top20","Thymus","erythrocyte","HBA1,HBD,CA1,AHSP,ALAS2,HBM,SLC4A1,TRIM58,RHAG,GYPB,EPB42,SPTA1,KLF1,HBQ1,PDZK1IP1,TSPO2,NFE2,GYPA,IFIT1B,GATA1"
"tabulasapiens_top20","Thymus","monocyte","S100A9,S100A8,LYZ,TYROBP,MNDA,CD163,AIF1,VCAN,C5AR1,FCER1G,LST1,S100A12,FCN1,AC020656.1,CTSS,MS4A6A,PLAUR,FGL2,SLC11A1,CYBB"
"tabulasapiens_top20","Thymus","endothelial cell of lymphatic vessel","MMRN1,NTS,CD9,TFF3,PKHD1L1,EFEMP1,TGM2,PROX1,PPFIBP1,CAVIN2,CCL21,MRC1,NR2F1,TBX1,FOXC2,EFNB2,KANK3,FMOD,NRP2,ECSCR"
"tabulasapiens_top20","Thymus","myeloid dendritic cell","CLEC9A,PPY,AL118508.1,LINC02206,LINC01724,MIR1273H,CEACAM3,CLCN1,AC092809.2,CYP2E1,UPK3A,C2orf91,ST18,AC087588.2,AC019117.2,PKIB,OR2B11,PPM1J,RF00019-18,C15orf48"
"tabulasapiens_top20","Thymus","dn3 thymocyte","TRAC,TRBC1,RPS10,LDHB,CD3D,BCL11B,CD7,TRBC2,CD48,RPL22,CD3G,ARL4C,CD3E,HCST,RPS17,AC008038.1,SNHG5,CCR7,RPS4Y1,CD2"
"tabulasapiens_top20","Thymus","dn1 thymic pro-t cell","CCL4,CCL5,GZMK,GZMA,NKG7,CST7,DUSP2,TNFAIP3,ID2,KLRB1,CD2,CD8A,LINC01871,RUNX3,HCST,IL32,CTSW,PRDM1,GPR171,TRAC"
"tabulasapiens_top20","Thymus","innate lymphoid cell","IGLC2,IGKC,GPR183,IGHA1,RPS10,AREG,CD48,CXCR4,RPL22,LINC-PINT,EVI2B,RPS17,RPS4Y1,IGHG1,AC008038.1,SNHG5,LDHB,RPL23A,IGHG3,RPL27A"
"tabulasapiens_top20","Thymus","cd8-positive, alpha-beta t cell","CCL5,GZMK,GZMA,CCL4,CCL3L1,CD8A,CCL4L2,TRGC2,DTHD1,EOMES,AC243829.1,CST7,NKG7,CRTAM,A2M-AS1,KLRG1,CD8B,SAMD3,LINC02084,LYAR"
"tabulasapiens_top20","Thymus","memory b cell","MS4A1,TNFRSF13C,HLA-DRA,BANK1,HLA-DQA1,CD79A,ADAM28,RPL10P9,IRF8,MARCH1,HLA-DPA1,XIST,BLK,MTND1P23,BCL11A,HLA-DPB1,CD79B,CD74,TP53INP1,SCIMP"
"tabulasapiens_top20","Thymus","naive b cell","IGHM,IGHD,AL139020.1,MS4A1,CD79A,LINC00926,HLA-DRA,HLA-DQA1,TNFRSF13C,CD79B,BCL11A,FCRL1,AFF3,CD22,IRF8,BANK1,LINC02397,RNASE6,HLA-DMB,RALGPS2"
"tabulasapiens_top20","Thymus","mesothelial cell","CALB2,ANXA8,KLK11,ITLN2,AC245041.2,DSC3,MAL2,RAET1E,PRR15L,LINC02360,KRT80,UNC5B-AS1,CPA4,CTSE,TCEAL6,MUC16,SLC28A3,BRINP2,BNC1,CGN"
"tabulasapiens_top20","Thymus","mature nk t cell","GNLY,KLRD1,FGFBP2,GZMB,NKG7,GZMA,GZMH,FCRL6,SAMD3,PRF1,CCL5,CX3CR1,MYBL1,HPGD,CD8A,TRGC2,S1PR5,CCL4,FCGR3A,KLRG1"
"tabulasapiens_top20","Thymus","fast muscle cell","TNNI2,TNNT3,MYL1,NEB,MYLPF,SAA1,MYBPC1,CKM,TNNC1,CMYA5,TRDN,COX6A2,TNNC2,TCAP,MB,MYH2,KLHL41,MYOT,MYF6,CASQ2"
"tabulasapiens_top20","Thymus","dendritic cell","AC020656.1,FLT3,LGALS2,CLEC9A,CD1E,MYCL,FCER1A,ST18,RGS18,UPK3A,CYP2S1,SLAMF8,CLEC7A,CLEC4A,P2RY13,HCK,HLA-DPB2,AL138899.1,CLEC12A,ITGAX"
"tabulasapiens_top20","Thymus","immature natural killer cell","KIT,SH2D1B,KIAA0087,AC244502.1,XCL1,LINC00299,ABCB5,KLRC1,XCL2,SNAP91,TRDC,TNFSF11,PPP1R9A,FCER1G,TNFRSF18,IL18,MORC1,KLRB1,RUNX2,GNLY"
"tabulasapiens_top20","Thymus","thymocyte","SOX4,CCR9,ARMH1,SLAMF1,VIPR2,ITM2A,CLDN5,LEF1,SATB1,CD3D,NDFIP1,CD3E,TNFSF8,CHRM3-AS2,DDIT4,MIR181A1HG,EPGN,CLDN1,CCR12P,BX679664.3"
"tabulasapiens_top20","Thymus","mast cell","TPSB2,TPSAB1,CPA3,KIT,RHEX,MS4A2,HPGDS,CTSG,HDC,GCSAML,CMA1,AL157895.1,RD3,LINC01835,TPSD1,AL662860.1,DRD2,OR10Y1P,FCER1A,OR51B5"
"tabulasapiens_top30","Thymus","cd4-positive helper t cell","IL7R,CD3E,BCL11B,TCF7,FYB1,CD3D,CD69,LEF1,CD3G,ITK,IL32,LEPROTL1,ARL4C,SPOCK2,CD2,PIK3IP1,RPL10P9,TXK,CAMK4,IKZF1,LCK,PRKCQ-AS1,IPCEF1,TRAC,ETS1,PTGER4,OXNAD1,PTPRC,CD6,SERINC5"
"tabulasapiens_top30","Thymus","naive regulatory t cell","CTLA4,PTPRCAP,CD3E,FOXP3,IKZF2,ZAP70,TIGIT,RTKN2,LCK,CD7,SARAF,FXYD5,LEF1,IL2RA,SPOCK2,ARHGAP9,ITK,HSPA8,LIME1,SELL,SKAP1,MT-ND4,IL32,CD5,MAD1L1,EEF2,RAC2,HS3ST3B1,CORO1A,SIRPG"
"tabulasapiens_top30","Thymus","t follicular helper cell","NLRP6,CD7,SARAF,PBX4,EZR,FAAH2,RGCC,SYTL3,JUND,CREM,FAM177A1,PTPRCAP,CCR7,SPOCK2,VPS37B,AC129492.1,GPR132,USP36,STAT4,LYPD3,ZAP70,CRYBG1,SRGN,CD3E,ARL4C,AL135905.2,IL7R,ICOS,ITK,SH2D2A"
"tabulasapiens_top30","Thymus","cd8-positive, alpha-beta cytotoxic t cell","CCL4,CCL5,GZMK,NKG7,CST7,CD8A,GZMA,CTSW,DUSP2,CCL4L2,PRF1,CD8B,KLRD1,GZMM,KLRG1,XCL2,CRTAM,MATK,GZMH,EOMES,AOAH,SAMD3,CXCR6,TBX21,DTHD1,LAG3,XCL1,PTGDR,TRGV2,FCRL6"
"tabulasapiens_top30","Thymus","dn4 thymocyte","UBE2C,CKAP2L,NEK2,PIMREG,KIF4A,KIF15,DLGAP5,KIF14,PLK1,KIF2C,TTK,CEP55,KIFC1,HMMR,CDCA2,BIRC5,GTSE1,KIF20A,CDCA8,KIF23,DEPDC1B,CIT,NEIL3,AURKB,ASF1B,CCNB2,ANLN,CENPA,TOP2A,UHRF1"
"tabulasapiens_top30","Thymus","b cell","MS4A1,CD79A,HLA-DRA,CD83,CD74,BANK1,BLK,NAPSB,HLA-DPA1,HLA-DPB1,IRF8,CD19,FCRLA,LINC01781,RPS2P5,IGKV1-5,IGLV2-14,LY9,IGLV1-40,RALGPS2,TNFRSF13B,CD37,LY86,HLA-DMA,LAPTM5,ARHGAP24,POLD4,FAM129C,NCF4,EZR"
"tabulasapiens_top30","Thymus","medullary thymic epithelial cell","KRT19,PRG4,SLPI,KRT8,KRT18,UPK3B,MSLN,OGN,CALB2,MUC16,CFB,CPB1,KLK11,KRT7,PDPN,KRT5,CLDN1,C19orf33,HAS1,COL8A1,DPYS,WFDC2,RBP4,CXCL1,BCHE,TFPI2,PKHD1L1,CLDN15,TMEM98,ANXA8"
"tabulasapiens_top30","Thymus","fibroblast","DCN,APOD,CFD,MGST1,FBLN1,ADH1B,LUM,SERPINF1,MMP2,C1S,C3,MGP,IGFBP6,COL6A3,C7,COL6A2,COL6A1,LAMA2,GPX3,MFAP5,COL1A2,SERPING1,PLA2G2A,FBLN2,LRP1,IGF1,C1R,IGFBP5,EFEMP1,CXCL14"
"tabulasapiens_top30","Thymus","macrophage","C1QB,C1QA,CD163,C1QC,TYROBP,FCER1G,RNASE1,MRC1,CTSB,VSIG4,MS4A6A,LYVE1,AIF1,MS4A4A,MS4A7,MAFB,CTSD,S100A9,CD14,PLTP,LYZ,C5AR1,F13A1,CPM,HMOX1,SELENOP,STAB1,FCGR3A,BLVRB,LIPA"
"tabulasapiens_top30","Thymus","vascular associated smooth muscle cell","ACTA2,TAGLN,TPM2,MYL9,MYH11,TPM1,C11orf96,PPP1R14A,MYLK,CALD1,NOTCH3,AP002956.1,LMOD1,IGFBP5,IGFBP7,CSRP1,ADIRF,CRYAB,MAP1B,RGS5,STEAP4,CNN1,TINAGL1,SOD3,DSTN,ACTG2,NR2F2,MFGE8,LPP,PLN"
"tabulasapiens_top30","Thymus","plasma cell","MZB1,JCHAIN,IGHG1,TXNDC5,IGHG2,DERL3,XBP1,IGHG3,SEC11C,FKBP11,ITM2C,SDF2L1,IGLL5,MYDGF,CD38,POU2AF1,PRDX4,IGLC2,PDIA4,TNFRSF17,IGHA1,SSR3,MYBL2,UBE2J1,HSP90B1,SLAMF7,RRM2,IGHG4,PIM2,CLPTM1L"
"tabulasapiens_top30","Thymus","vein endothelial cell","ACKR1,PLVAP,AQP1,VWF,PECAM1,RAMP3,OLFM1,IFI27,LIFR,NPDC1,ADGRL4,A2M,EGFL7,CCL14,ETS2,SLCO2A1,ADAMTS9,SOX18,CLU,FLT1,EPAS1,THBD,SPARCL1,ADIRF,ICAM1,PLAT,ID1,ENG,CLDN5,RNASE1"
"tabulasapiens_top30","Thymus","capillary endothelial cell","BTNL9,FABP4,CD36,IFI27,VWF,CD300LG,RBP7,SLC9A3R2,ADGRF5,FLT1,ADGRL4,FCN3,EPAS1,F8,A2M,PECAM1,ID1,HYAL2,CAV1,CLEC14A,CDH5,GNG11,ANXA3,CD59,EGFL7,RNASE1,CLDN5,SPARCL1,CAVIN2,SOX18"
"tabulasapiens_top30","Thymus","endothelial cell of artery","TM4SF1,IGFBP3,IFI27,SLC9A3R2,CLDN5,CLEC14A,CAV1,PECAM1,FAM107A,KCTD12,PODXL,EPAS1,RNASE1,EFNB2,PLPP1,SOX18,PALMD,PTPRB,CRIP2,RAMP2,ID1,FN1,EGFL7,ADAMTS1,CXCL2,ANXA3,VWF,ICAM2,ADGRL4,STOM"
"tabulasapiens_top30","Thymus","nk cell","GNLY,NKG7,KLRD1,GZMB,CCL3,TYROBP,FCER1G,KLRF1,CLIC3,FCGR3A,KLRC1,FGFBP2,XCL2,XCL1,SH2D1B,CX3CR1,S1PR5,TRDC,NCR1,GAPDHS,KIR3DX1,KLRC2,MLC1,CCNJL,LINC00299,GZMA,PRF1,B3GNT7,NCAM1,SAMD3"
"tabulasapiens_top30","Thymus","erythrocyte","HBA1,HBD,CA1,AHSP,ALAS2,HBM,SLC4A1,TRIM58,RHAG,GYPB,EPB42,SPTA1,KLF1,HBQ1,PDZK1IP1,TSPO2,NFE2,GYPA,IFIT1B,GATA1,CR1L,TRIM10,SMIM5,ABCC13,GYPE,KEL,LINC00570,HEPACAM2,AC130456.3,RUNDC3A"
"tabulasapiens_top30","Thymus","monocyte","S100A9,S100A8,LYZ,TYROBP,MNDA,CD163,AIF1,VCAN,C5AR1,FCER1G,LST1,S100A12,FCN1,AC020656.1,CTSS,MS4A6A,PLAUR,FGL2,SLC11A1,CYBB,THBS1,SERPINA1,MAFB,CLEC7A,CD14,FPR1,NCF2,MPEG1,IL1R2,ZEB2"
"tabulasapiens_top30","Thymus","endothelial cell of lymphatic vessel","MMRN1,NTS,CD9,TFF3,PKHD1L1,EFEMP1,TGM2,PROX1,PPFIBP1,CAVIN2,CCL21,MRC1,NR2F1,TBX1,FOXC2,EFNB2,KANK3,FMOD,NRP2,ECSCR,CDC42EP5,EFNA1,SMAD1,TM4SF18,DSP,PARD6G,FLT4,KDR,FLRT2,DKK3"
"tabulasapiens_top30","Thymus","myeloid dendritic cell","CLEC9A,PPY,AL118508.1,LINC02206,LINC01724,MIR1273H,CEACAM3,CLCN1,AC092809.2,CYP2E1,UPK3A,C2orf91,ST18,AC087588.2,AC019117.2,PKIB,OR2B11,PPM1J,RF00019-18,C15orf48,OGDHL,RHEX,XCR1,SLAMF8,IDO1,CYP2S1,C10orf105,AC024610.2,LGALS2,AC138393.3"
"tabulasapiens_top30","Thymus","dn3 thymocyte","TRAC,TRBC1,RPS10,LDHB,CD3D,BCL11B,CD7,TRBC2,CD48,RPL22,CD3G,ARL4C,CD3E,HCST,RPS17,AC008038.1,SNHG5,CCR7,RPS4Y1,CD2,SC5D,MAL,PRKCQ-AS1,RPL17,GIMAP1,IGLC2,RPL36A,RPL23A,RPL26,RPS29"
"tabulasapiens_top30","Thymus","dn1 thymic pro-t cell","CCL4,CCL5,GZMK,GZMA,NKG7,CST7,DUSP2,TNFAIP3,ID2,KLRB1,CD2,CD8A,LINC01871,RUNX3,HCST,IL32,CTSW,PRDM1,GPR171,TRAC,LYAR,HOPX,KLRD1,GZMM,CD8B,PRF1,TRGC2,KLRG1,PTGER2,CXCR6"
"tabulasapiens_top30","Thymus","innate lymphoid cell","IGLC2,IGKC,GPR183,IGHA1,RPS10,AREG,CD48,CXCR4,RPL22,LINC-PINT,EVI2B,RPS17,RPS4Y1,IGHG1,AC008038.1,SNHG5,LDHB,RPL23A,IGHG3,RPL27A,RPL36A,RPL26,HIST1H4C,RPS29,RPL17,RPS20,BTG1,HLA-A,RPL38,RPS11"
"tabulasapiens_top30","Thymus","cd8-positive, alpha-beta t cell","CCL5,GZMK,GZMA,CCL4,CCL3L1,CD8A,CCL4L2,TRGC2,DTHD1,EOMES,AC243829.1,CST7,NKG7,CRTAM,A2M-AS1,KLRG1,CD8B,SAMD3,LINC02084,LYAR,SH2D1A,CD2,AOAH,PTPRC,RUNX3,PPP2R5C,MTND1P23,PZP,IL32,XCL2"
"tabulasapiens_top30","Thymus","memory b cell","MS4A1,TNFRSF13C,HLA-DRA,BANK1,HLA-DQA1,CD79A,ADAM28,RPL10P9,IRF8,MARCH1,HLA-DPA1,XIST,BLK,MTND1P23,BCL11A,HLA-DPB1,CD79B,CD74,TP53INP1,SCIMP,P2RX5,RALGPS2,LINC01781,CD22,POU2F2,HLA-DMB,PAX5,LINC02397,CD52,MEF2C"
"tabulasapiens_top30","Thymus","naive b cell","IGHM,IGHD,AL139020.1,MS4A1,CD79A,LINC00926,HLA-DRA,HLA-DQA1,TNFRSF13C,CD79B,BCL11A,FCRL1,AFF3,CD22,IRF8,BANK1,LINC02397,RNASE6,HLA-DMB,RALGPS2,MTND1P23,STAG3,HLA-DPA1,STX7,RPL10P9,MARCH1,P2RX5,HLA-DPB1,CD74,ADAM28"
"tabulasapiens_top30","Thymus","mesothelial cell","CALB2,ANXA8,KLK11,ITLN2,AC245041.2,DSC3,MAL2,RAET1E,PRR15L,LINC02360,KRT80,UNC5B-AS1,CPA4,CTSE,TCEAL6,MUC16,SLC28A3,BRINP2,BNC1,CGN,AC027288.3,CKMT1A,ANXA8L1,ANXA9,TGM1,UPK1B,GALNT9,LINC00842,TMPRSS3,SYT4"
"tabulasapiens_top30","Thymus","mature nk t cell","GNLY,KLRD1,FGFBP2,GZMB,NKG7,GZMA,GZMH,FCRL6,SAMD3,PRF1,CCL5,CX3CR1,MYBL1,HPGD,CD8A,TRGC2,S1PR5,CCL4,FCGR3A,KLRG1,CST7,TBX21,A2M-AS1,MGAM,CD8B,SLFN12L,LYAR,SYTL2,PRR5L,CCL3L1"
"tabulasapiens_top30","Thymus","fast muscle cell","TNNI2,TNNT3,MYL1,NEB,MYLPF,SAA1,MYBPC1,CKM,TNNC1,CMYA5,TRDN,COX6A2,TNNC2,TCAP,MB,MYH2,KLHL41,MYOT,MYF6,CASQ2,MYOZ1,RAMP1,ACTN2,CA3,ATP1A2,HSPB7,EEF1A2,ATP2A1,ACTC1,SLN"
"tabulasapiens_top30","Thymus","dendritic cell","AC020656.1,FLT3,LGALS2,CLEC9A,CD1E,MYCL,FCER1A,ST18,RGS18,UPK3A,CYP2S1,SLAMF8,CLEC7A,CLEC4A,P2RY13,HCK,HLA-DPB2,AL138899.1,CLEC12A,ITGAX,LYZ,MS4A4E,SLC24A4,C15orf48,IL1R2,OSCAR,IDO1,CD33,CRIP3,S100B"
"tabulasapiens_top30","Thymus","immature natural killer cell","KIT,SH2D1B,KIAA0087,AC244502.1,XCL1,LINC00299,ABCB5,KLRC1,XCL2,SNAP91,TRDC,TNFSF11,PPP1R9A,FCER1G,TNFRSF18,IL18,MORC1,KLRB1,RUNX2,GNLY,STAC,BCAS1,SLC4A10,TRPM8,ATP8B4,FSD1,TYROBP,SRGAP3,TNFSF4,HOXA10"
"tabulasapiens_top30","Thymus","thymocyte","SOX4,CCR9,ARMH1,SLAMF1,VIPR2,ITM2A,CLDN5,LEF1,SATB1,CD3D,NDFIP1,CD3E,TNFSF8,CHRM3-AS2,DDIT4,MIR181A1HG,EPGN,CLDN1,CCR12P,BX679664.3,SLC18A2,CASC15,AL158071.3,BFSP2-AS1,DPPA4,TNIK,CD3G,RPS26,JAK1,ARRDC2"
"tabulasapiens_top30","Thymus","mast cell","TPSB2,TPSAB1,CPA3,KIT,RHEX,MS4A2,HPGDS,CTSG,HDC,GCSAML,CMA1,AL157895.1,RD3,LINC01835,TPSD1,AL662860.1,DRD2,OR10Y1P,FCER1A,OR51B5,SLC18A2,IL1RL1,SIGLEC17P,HOXA10-AS,IL1RAPL1,RGS13,SLC8A3,AL163541.1,DAPL1,GATA1"
"tabulasapiens_top10","Tongue","epithelial cell","IGKC,IGLC2,IGHA1,LGALS7B,IGHG1,IGHG2,RNASE1,LRRC75A,TPSB2,S100A7"
"tabulasapiens_top10","Tongue","basal cell","DST,XIST,COL17A1,VMP1,AC021078.1,THSD4,EXPH5,LAMB3,DENND2C,CDH3"
"tabulasapiens_top10","Tongue","immune cell","SRGN,CXCR4,PTPRC,RGS1,IL7R,GPR183,ARHGDIB,FYB1,STK17B,CD52"
"tabulasapiens_top10","Tongue","fibroblast","APOD,C1S,COL1A2,SERPING1,COL6A3,COL6A2,PRELP,COL6A1,MMP2,COL3A1"
"tabulasapiens_top10","Tongue","vein endothelial cell","AQP1,ACKR1,PECAM1,PLVAP,LIFR,ENG,RAMP3,CLEC14A,PCAT19,NUAK1"
"tabulasapiens_top10","Tongue","pericyte cell","RGS5,LMOD1,PDGFRB,PPP1R14A,GJA4,COX4I2,C1QTNF1,KCNE4,COL14A1,LGI4"
"tabulasapiens_top10","Tongue","endothelial cell of lymphatic vessel","PROX1,PKHD1L1,SCN3B,RELN,CHRDL1,ART4,FLT4,KLHL4,AC007998.3,PIEZO2"
"tabulasapiens_top10","Tongue","endothelial cell of artery","SEMA3G,AC004947.1,PRDM16,SSTR1,AC004540.2,LINC00982,ADRA2C,DLL4,GJA5,BMX"
"tabulasapiens_top10","Tongue","capillary endothelial cell","CLEC14A,ADGRF5,CD34,ADGRL4,CDH5,PODXL,KDR,JCAD,GPIHBP1,ROBO4"
"tabulasapiens_top10","Tongue","tongue muscle cell","MYF5,KLHL41,SGCA,NPTX2,PAX7,CHRNA1,CADM2,MYF6,DLK1,MUSK"
"tabulasapiens_top10","Tongue","keratinocyte","LGALS7,KRT4,MAL,IVL,SULT2B1,RPS4Y1,CRYAB,SPINK5,IGFL1,CLIC3"
"tabulasapiens_top10","Tongue","schwann cell","CDH19,PLP1,MYOT,SOX10,SHC4,AZGP1,FOXD3,FOXD3-AS1,FABP7,CTXND1"
"tabulasapiens_top20","Tongue","epithelial cell","IGKC,IGLC2,IGHA1,LGALS7B,IGHG1,IGHG2,RNASE1,LRRC75A,TPSB2,S100A7,MT2A,RPL10P9,KRT3,PI3,TIMP1,MT1E,AKR1C2,AKR1C1,WFDC21P,SPRR2E"
"tabulasapiens_top20","Tongue","basal cell","DST,XIST,COL17A1,VMP1,AC021078.1,THSD4,EXPH5,LAMB3,DENND2C,CDH3,RND3,WEE1,SLC7A1,DSC3,GAN,MTATP6P1,KRT14,MIR205HG,SYNE2,KLF5"
"tabulasapiens_top20","Tongue","immune cell","SRGN,CXCR4,PTPRC,RGS1,IL7R,GPR183,ARHGDIB,FYB1,STK17B,CD52,ARL4C,LCP1,IL32,CD69,VIM,SAMSN1,RUNX3,CD2,CD3D,CYTIP"
"tabulasapiens_top20","Tongue","fibroblast","APOD,C1S,COL1A2,SERPING1,COL6A3,COL6A2,PRELP,COL6A1,MMP2,COL3A1,CFH,LUM,PLAC9,LAMA2,IGF1,SOD3,COMP,OLFML3,SFRP2,PCOLCE"
"tabulasapiens_top20","Tongue","vein endothelial cell","AQP1,ACKR1,PECAM1,PLVAP,LIFR,ENG,RAMP3,CLEC14A,PCAT19,NUAK1,ADGRL4,EMCN,FLT1,GIMAP7,NOSTRIN,PTPRB,NR2F2,GIMAP4,EGFL7,LRRC32"
"tabulasapiens_top20","Tongue","pericyte cell","RGS5,LMOD1,PDGFRB,PPP1R14A,GJA4,COX4I2,C1QTNF1,KCNE4,COL14A1,LGI4,NEXN,CARMN,HIGD1B,GJC1,EFHD1,MRVI1,ITGA7,RCAN2,GUCY1A1,MRGPRF"
"tabulasapiens_top20","Tongue","endothelial cell of lymphatic vessel","PROX1,PKHD1L1,SCN3B,RELN,CHRDL1,ART4,FLT4,KLHL4,AC007998.3,PIEZO2,STK32B,GPR182,FOXC2,TFF3,DTX1,MMRN1,F2RL3,LYVE1,HOXA7,MGAT4C"
"tabulasapiens_top20","Tongue","endothelial cell of artery","SEMA3G,AC004947.1,PRDM16,SSTR1,AC004540.2,LINC00982,ADRA2C,DLL4,GJA5,BMX,JCAD,SYNPO,KCNN3,PODXL,HEY1,MECOM,TIE1,PTPRB,RASGRF2,FAM107A"
"tabulasapiens_top20","Tongue","capillary endothelial cell","CLEC14A,ADGRF5,CD34,ADGRL4,CDH5,PODXL,KDR,JCAD,GPIHBP1,ROBO4,SLC14A1,ZNF366,ARHGEF15,CA4,IGF2,CD300LG,DACH1,S1PR1,FLT1,NOTCH4"
"tabulasapiens_top20","Tongue","tongue muscle cell","MYF5,KLHL41,SGCA,NPTX2,PAX7,CHRNA1,CADM2,MYF6,DLK1,MUSK,MEGF10,CDH15,CDH4,RAPSN,MYOD1,ATP1A2,IP6K3,TRIM55,TRDN,LINC00844"
"tabulasapiens_top20","Tongue","keratinocyte","LGALS7,KRT4,MAL,IVL,SULT2B1,RPS4Y1,CRYAB,SPINK5,IGFL1,CLIC3,NUCB2,A2ML1,CYSRT1,MUC21,GJB6,RHCG,MGLL,DEFB1,TGM1,CRCT1"
