"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement"
"tabulasapiens_top20","Small Intestine","MT1G,GSTA1,MT1E,AKR1C3,MT1H,CES2,ADH1C,UGT2B17,TSPAN8,PTGR1,CBR1,ALDH1A1,DMBT1,AKR1B10,AL450405.1,MAOA,CCL25,S100A14,SLC5A1,CMBL","immature enterocyte","vacuolated fetal-type enterocyte","CL:0009067","absorptive cell","Enterocyte Cells","enterocyte","CL:0000584","absorptive cell",0.5
"tabulasapiens_top20","Small Intestine","KLK12,NEUROG3,INSM1,RAB26,CA8,HEPACAM2,FRZB,NKX2-2,RASA4,NTN4,TEAD2,FOXA2,MEX3A,AC005833.1,DLL1,RFX6,TEX45,COLCA1,HES6,KIF19","goblet cell","goblet cell","CL:0000160","epithelial cell","Enteroendocrine Cells","enteroendocrine cell","CL:0000164","secretory cell",0
"tabulasapiens_top20","Small Intestine","MTND1P23,MTCO3P12,MTCO2P2,MTCO1P12,MTCO2P12,MTRNR2L12,MT1H,MTND2P28,MTCO1P40,AP000763.2,MT-TL1,FP671120.5,MTND4P12,RPL41P1,MTRNR2L8,MT-CYB,AC090498.1,MT-CO3,MTATP8P2,MT-CO2","mature enterocyte","enterocyte","CL:0000584","absorptive cell","Mitochondrial Cells",NA,NA,NA,0
"tabulasapiens_top20","Small Intestine","PGC,MUC6,C6orf58,LIPF,SOD3,FMOD,AQP5,AC139749.1,KCNE2,C16orf89,SCG5,CLDN2,FUT9,TCN1,ELF5,A4GNT,SERPINA5,CLDN10,DCHS2,PRR4","duodenum glandular cell","duodenum glandular cell","CL:1001589","epithelial cell","Mucus-Producing Cells","mucus secreting cell","CL:0000319","secretory cell",0
"tabulasapiens_top30","Small Intestine","KLRB1,IL7R,RORA,SRGN,ARL4C,ANXA1,TNFAIP3,LINC01871,SYTL3,SAMSN1,CD3E,CREM,FYN,ETS1,PDE4D,RGS1,GPR171,SPOCK2,ARHGDIB,VIM,ERN1,CXCR4,CD2,GPR183,ODF2L,PTPRC,CRIP1,GLIPR1,STAT4,CD48","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell","CL:0000624","t/nk cell","T helper 17 cells","T-helper 17 cell","CL:0000899","t/nk cell",0.5
"tabulasapiens_top30","Small Intestine","RBP2,FABP1,OLFM4,PHGR1,REG1A,PIGR,CYP3A5,ADIRF,CLDN3,KRT8,CLDN4,ANPEP,SFN,SPINK1,EPCAM,PTGR1,CLDN7,GSTA1,KRT19,C19orf33,ARL14,KRT18,ELF3,PCK1,CCL25,LGALS4,PRAP1,DSP,DPEP1,RF00100-4","enterocyte of epithelium of small intestine","enterocyte of epithelium of small intestine","CL:1000334","absorptive cell","Enterocytes","enterocyte","CL:0000584","epithelial cell",0
"tabulasapiens_top30","Small Intestine","CD163,C1QC,C5AR1,MRC1,FCER1G,VSIG4,MS4A6A,SDS,MS4A7,STAB1,CSF1R,CD14,CPVL,IL1B,LYVE1,SEMA6B,FCGR2A,MPEG1,CSF3R,SPI1,CD86,OLR1,RNASE6,MS4A4A,FPR1,CLEC10A,CD93,C5AR2,TLR2,CLEC7A","neutrophil","neutrophil","CL:0000775","granulocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",0
"tabulasapiens_top30","Small Intestine","MKI67,TOP2A,PCLAF,TPX2,BIRC5,ASPM,HMMR,TK1,UBE2C,CCNB2,CEP55,SGO1,DLGAP5,ARHGAP11A,PBK,GTSE1,DIAPH3,RAD51AP1,KIF15,AURKB,HJURP,DEPDC1,TYMS,RRM2,CDKN3,CENPF,KIF11,ZWINT,HIST1H3G,CCNA2","transit amplifying cell of small intestine","transit amplifying cell of small intestine","CL:0009012","transit amplifying cell","Proliferating cells",NA,NA,NA,0
"tabulasapiens_top30","Small Intestine","SPINK4,CLCA1,MUC2,FCGBP,REG4,SCNN1A,ITLN1,ST6GALNAC1,NPDC1,REP15,BCAS1,MLPH,ANO7,ERN2,FER1L6,RAP1GAP,HEPACAM2,GALNT5,LRRC26,GALNT8,SPDEF,S100P,DLL4,ABCA4,KCNMA1,RETNLB,NEURL1,ENTPD8,RAB26,STXBP5-AS1","small intestine goblet cell","small intestine goblet cell","CL:1000495","epithelial cell","Goblet cells","goblet cell","CL:0000160","epithelial cell",0.5
"tabulasapiens_top30","Small Intestine","KLRD1,CD8A,CCL4,CD8B,CCL5,NKG7,CCL4L2,GZMB,CD7,CRTAM,GABARAPL1,XCL1,SPRY1,XCL2,GZMA,CD3D,CD160,CST7,RUNX3,PTPRC,HCST,PTPN22,PRF1,GZMM,TRGC2,CTSW,APBA2,KLRC1,KLRC4,GZMH","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Cytotoxic T cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top30","Small Intestine","HLA-DRA,CD79A,TNFRSF13C,CD74,LY9,MS4A1,HLA-DPA1,HLA-DPB1,BANK1,CD83,KLF2,CCR7,HLA-DRB1,TNFRSF13B,VPREB3,MEF2C,RALGPS2,BASP1,GNG7,ARHGAP24,FAM49A,GRASP,BLK,ADAM28,TCF4,LINC01781,SWAP70,SESN3,SPIB,NAPSB","b cell","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1
"tabulasapiens_top30","Small Intestine","CRYAB,CDH19,IGFBP7,SPARCL1,SPP1,NRXN1,SCN7A,PLP1,LGI4,SPARC,S100B,NNMT,NCAM1,GAS7,MYOT,HAND2,ABCA8,CHL1,KCNMB4,AKAP12,NRXN3,SERPING1,MAP1B,FXYD1,PAPPA,NPTX2,HAND2-AS1,RARRES2,L1CAM,CALD1","monocyte","monocyte","CL:0000576","macrophage/monocyte","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0
"tabulasapiens_top30","Small Intestine","LYZ,TSPAN8,MUC1,GOLM1,ELF3,CLDN4,KRT8,SLC26A3,KRT19,ADH1C,AKR1C3,EPCAM,CYP3A5,CTSE,HSPB1,AGR2,UGT2B17,DSP,CD24,C19orf33,ALDH1A1,ID1,XIST,SDCBP2,S100A14,MSMB,GPRC5A,MUC13,DMBT1,ITPKC","paneth cell of epithelium of small intestine","paneth cell of epithelium of small intestine","CL:1000343","epithelial cell","Enterocytes","enterocyte","CL:0000584","epithelial cell",0.5
"tabulasapiens_top30","Small Intestine","SH2D6,TRPM5,RGS13,PSTPIP2,CCSER1,BMX,ALOX5,ZFHX3,AVIL,HPGDS,GNAT3,AZGP1,B4GALNT4,HCK,PTGS1,IL17RB,POU2F3,GRK5,ITPRID1,PIK3CG,CMYA5,TRHDE,SH2D7,COL27A1,MELTF,GABRP,DCLK2,HEPACAM2,ST18,DPYSL3","intestinal tuft cell","intestinal tuft cell","CL:0019032","epithelial cell","Tuft cells",NA,NA,"epithelial cell",0.5
"tabulasapiens_top30","Small Intestine","MZB1,CD27,DERL3,TNFRSF17,PRDX4,SPAG4,SLAMF7,MIR155HG,CD79A,FCRL5,IGLL5,CREB3L2,GNG7,POU2AF1,PHACTR1,ANKRD36BP2,TNFRSF13B,EAF2,CD38,FAM49A,BHLHE41,MEF2C,CCR10,TXNDC5,KLHL6,PNOC,PAIP2B,CLIC4,MEI1,CPNE5","plasma cell","plasma cell","CL:0000786","b cell","Plasma B cells","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top30","Small Intestine","TPSAB1,TPSB2,CPA3,IL1RL1,GATA2,HPGDS,PNMT,RHEX,MS4A2,TYROBP,CNRIP1,WNK3,HDC,SLC18A2,TCTEX1D1,CTSG,MMP7,MYL4,CDK15,GCSAML,LINC01835,FCER1A,TPSD1,FCER1G,CPM,CCDC141,GSTM5,SIGLEC17P,MS4A4A,IRAK3","mast cell","mast cell","CL:0000097","granulocyte","Mast cells","mast cell","CL:0000097","granulocyte",1
"tabulasapiens_top30","Small Intestine","DCN,IGFBP5,C11orf96,MGP,CALD1,SPARCL1,IGFBP6,GPX3,IGFBP7,COL6A2,C1R,TIMP3,FBLN1,SERPING1,C1S,ADH1B,CRISPLD2,MMP2,ADAMTS1,RARRES2,NNMT,FSTL1,COL1A2,SPARC,COL6A1,FBN1,NID1,MFGE8,MFAP5,COL6A3","fibroblast","fibroblast","CL:0000057","fibroblast","Fibroblasts","fibroblast","CL:0000057","fibroblast",1
"tabulasapiens_top30","Small Intestine","PCSK1N,CHGA,CHGB,SCG5,SCGN,TTR,NEUROD1,MIR7-3HG,CPE,SCG2,SCT,KCTD12,CACNA1A,PCSK1,CRYBA2,SCG3,TPH1,FEV,UCN3,MAP1B,BEX1,NKX2-2,GC,PCSK2,INSM1,SNAP25,RAB3C,RFX6,F10,TDO2","intestinal enteroendocrine cell","intestinal enteroendocrine cell","CL:1001516","epithelial cell","Enteric neurons","enteric neuron","CL:0007011","neuron",0
"tabulasapiens_top30","Small Intestine","CAV1,CAVIN2,CLDN5,GNG11,VWF,CRIP2,CAVIN1,CLEC14A,MMRN1,EGFL7,LMO2,RAMP3,THBD,PLVAP,ACKR1,PRSS23,CD93,ECSCR,LDB2,ARHGAP29,CALCRL,RAMP2,PCAT19,SLCO2A1,FLT1,CAV2,SOX18,S1PR1,LRRC32,MYCT1","gut endothelial cell","gut endothelial cell","CL:0000131","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens_top30","Small Intestine","CA9,EPHB2,FGFBP1,HAS3,ARSE,AL512274.1,DACH1,HMGCS2,CKMT1B,TNFRSF21,AQP1,MTTP,OTC,DDC,CCND1,ITGA2,CPS1,MSI1,SLC3A1,GJB2,MYO5B,ENPEP,TRIM54,IL22RA1,TRPV6,TMEM30B,F2RL1,ABO,DLGAP1-AS2,PKP2","intestinal crypt stem cell of small intestine","intestinal crypt stem cell of small intestine","CL:0009017","stem cell","Enterocytes","enterocyte","CL:0000584","epithelial cell",0
"tabulasapiens_top30","Small Intestine","SMOC2,CEL,LGR5,RGMB,IGFBPL1,ALDH1B1,CES1,CDCA7,MSI1,NOS2,DSG3,FBP2,AQP1,EPHB2,TMEM150C,CYP4X1,ASCL2,DACH1,AL450405.1,PKDCC,RNF43,HMGB1P5,CLDN2,CFAP221,BCL11A,ADH4,CA9,RPL10P9,FERMT1,VDR","intestinal crypt stem cell","intestinal crypt stem cell","CL:0002250","stem cell","Stem cells","stem cell","CL:0000034","stem cell",0.5
"tabulasapiens_top30","Small Intestine","MT1G,GSTA1,MT1E,AKR1C3,MT1H,CES2,ADH1C,UGT2B17,TSPAN8,PTGR1,CBR1,ALDH1A1,DMBT1,AKR1B10,AL450405.1,MAOA,CCL25,S100A14,SLC5A1,CMBL,SMIM24,MT1M,RPL10P9,MT1F,FABP2,CPS1,GSTA2,FBP1,DHRS11,HEBP1","immature enterocyte","vacuolated fetal-type enterocyte","CL:0009067","absorptive cell","Enterocytes","enterocyte","CL:0000584","epithelial cell",0
"tabulasapiens_top30","Small Intestine","KLK12,NEUROG3,INSM1,RAB26,CA8,HEPACAM2,FRZB,NKX2-2,RASA4,NTN4,TEAD2,FOXA2,MEX3A,AC005833.1,DLL1,RFX6,TEX45,COLCA1,HES6,KIF19,TMEM61,FGFR2,SLC29A4,LRRC74B,PRSS2,CADPS,VWA5B2,NPW,TBC1D2,RIMBP2","goblet cell","goblet cell","CL:0000160","epithelial cell","Enteroglial cells",NA,NA,"glial cell",0
"tabulasapiens_top30","Small Intestine","MTND1P23,MTCO3P12,MTCO2P2,MTCO1P12,MTCO2P12,MTRNR2L12,MT1H,MTND2P28,MTCO1P40,AP000763.2,MT-TL1,FP671120.5,MTND4P12,RPL41P1,MTRNR2L8,MT-CYB,AC090498.1,MT-CO3,MTATP8P2,MT-CO2,AC114801.3,RNU1-1,RPL13AP5,MT-TY,SCARNA22,AL512646.1,FTH1P20,TMSB4XP8,RPLP2,EEF1A1","mature enterocyte","enterocyte","CL:0000584","absorptive cell","Mitochondrial genome expressing cells",NA,NA,NA,0
"tabulasapiens_top30","Small Intestine","PGC,MUC6,C6orf58,LIPF,SOD3,FMOD,AQP5,AC139749.1,KCNE2,C16orf89,SCG5,CLDN2,FUT9,TCN1,ELF5,A4GNT,SERPINA5,CLDN10,DCHS2,PRR4,SCGB3A1,SERPINA4,S100A1,LINC00632,GC,PRSS23,BPIFB1,CGREF1,PGR,HABP2","duodenum glandular cell","duodenum glandular cell","CL:1001589","epithelial cell","Parietal cells","parietal cell","CL:0000162","epithelial cell",0.5
"tabulasapiens_top10","Spleen","GZMK,CCL5,CD8A,CD3E,CD3D,IL32,GZMA,CD3G,CD2,CD8B","cd8-positive, alpha-beta memory t cell","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell","T cytotoxic cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top10","Spleen","C1QB,SELENOP,C1QA,C1QC,CD5L,APOE,SLC40A1,MS4A7,APOC1,VCAM1","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1
"tabulasapiens_top10","Spleen","IL7R,LEF1,MAL,TCF7,BCL11B,CD3E,TRAC,CD3D,SPOCK2,CD3G","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell","CL:0000895","t/nk cell","T helper cells","helper T cell","CL:0000912","t/nk cell",0.5
"tabulasapiens_top10","Spleen","LTF,LCN2,OLFM4,RETN,MMP8,PGLYRP1,CEACAM8,CRISP3,CYP4F3,HP","intermediate monocyte","intermediate monocyte","CL:0002393","macrophage/monocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",0
"tabulasapiens_top10","Spleen","IFI27,ITGA1,PCDH17,LIMCH1,TIMP3,CAV1,CAVIN2,NTN4,INSR,CD36","endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1
"tabulasapiens_top10","Spleen","MS4A1,BANK1,CD79A,HLA-DRA,TNFRSF13C,CD22,LINC01781,RALGPS2,BLK,BCL11A","memory b cell","memory B cell","CL:0000787","b cell","B cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top10","Spleen","THBS1,VCAN,LYZ,EREG,CST3,FCN1,CD163,AIF1,TIMP1,MAFB","classical monocyte","classical monocyte","CL:0000860","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",0.5
"tabulasapiens_top10","Spleen","FCGR3B,G0S2,CSF3R,S100P,S100A12,AQP9,IL1R2,IL1RN,VNN2,FPR1","neutrophil","neutrophil","CL:0000775","granulocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",1
"tabulasapiens_top10","Spleen","IGHD,AL139020.1,CD79A,IGHM,LINC00926,MS4A1,STAG3,TNFRSF13C,HLA-DQA1,YBX3","naive b cell","naive B cell","CL:0000788","b cell","B cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top10","Spleen","MZB1,JCHAIN,TXNDC5,SEC11C,IGHG1,IGHG2,DERL3,FKBP11,PRDX4,XBP1","plasma cell","plasma cell","CL:0000786","b cell","Plasma cells","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top10","Spleen","IL7R,CD3E,BCL11B,CD3D,IL32,SPOCK2,TRAC,TCF7,CD2,INPP4B","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell","T helper cells","helper T cell","CL:0000912","t/nk cell",0.5
"tabulasapiens_top10","Spleen","KLRD1,TRGC2,TRDC,CCL5,CMC1,PIK3R1,CD160,CD3D,CD3E,RGS1","type i nk t cell","type I NK T cell","CL:0000921","t/nk cell","T effector memory cells",NA,NA,"t/nk cell",0.5
"tabulasapiens_top10","Spleen","GNLY,FGFBP2,GZMB,CCL5,GZMA,CD3G,GZMH,NSG1,IL7R,CD3D","naive thymus-derived cd8-positive, alpha-beta t cell","naive thymus-derived CD8-positive, alpha-beta T cell","CL:0000900","t/nk cell","Natural Killer cells","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top10","Spleen","GNLY,GZMB,PRF1,CCL4,NKG7,KLRD1,KLRF1,CLIC3,CCL3,CD7","nk cell","natural killer cell","CL:0000623","t/nk cell","Natural Killer cells","natural killer cell","CL:0000623","t/nk cell",1
"tabulasapiens_top10","Spleen","KIT,LINC00299,MORC1,PNMT,GAPDHS,TNFSF11,SHD,PDZK1,STAC,DIPK1C","innate lymphoid cell","innate lymphoid cell","CL:0001065","innate lymphoid cell","Hematopoietic stem cells","hematopoietic stem cell","CL:0000037","stem cell",0
"tabulasapiens_top10","Spleen","HBA1,HBD,CA1,AHSP,HBM,ALAS2,SLC4A1,SNCA,TRIM58,CA2","erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythroblasts","erythroblast","CL:0000765","erythroid cell",0.5
"tabulasapiens_top10","Spleen","FOXP3,CTLA4,RTKN2,AC133644.2,LEF1,CCR4,CD28,IL2RA,MAL,ICOS","regulatory t cell","regulatory T cell","CL:0000815","t/nk cell","Regulatory T cells","regulatory T cell","CL:0000815","t/nk cell",1
"tabulasapiens_top10","Spleen","PF4,ITGA2B,GP9,TREML1,MPIG6B,CMTM5,TMEM40,PF4V1,ITGB3,LTBP1","platelet","platelet","CL:0000233","platelet","Platelets","platelet","CL:0000233","platelet",1
"tabulasapiens_top10","Spleen","PRTN3,DEFA4,MS4A3,MYB,CTSG,RNASE3,PRSS57,CEACAM6,MSRB3,CYTL1","hematopoietic stem cell","hematopoietic stem cell","CL:0000037","stem cell","Neutrophils","neutrophil","CL:0000775","granulocyte",0
"tabulasapiens_top10","Spleen","LGALS2,CD1E,CLEC9A,UPK3A,HLA-DPB2,CDH17,IDO2,GLYATL2,IDO1,MYCL","cd141-positive myeloid dendritic cell","CD141-positive myeloid dendritic cell","CL:0002394","dendritic cell","Dendritic cells","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top10","Spleen","CLEC9A,RAB7B,PPM1J,ENPP1,IDO1,UPK3A,MYCL,XCR1,CYP2S1,ARHGAP20","cd1c-positive myeloid dendritic cell","CD1c-positive myeloid dendritic cell","CL:0002399","dendritic cell","Dendritic cells","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top10","Spleen","IGHV3-66,IGHV3-53,IGHV3-64D,IGHV3OR16-9,IGKV3D-11,IGKV3-15,TXNDC5,IGHV3-15,IGLV2-5,IGKV3-11","plasmacytoid dendritic cell","plasmacytoid dendritic cell","CL:0000784","dendritic cell","B Cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top10","Spleen","TRGC2,TRDC,MTND1P23,KLRD1,XCL2,ITGAD,B3GNT7,CMC1,CCL5,ADRB1","mature nk t cell","mature NK T cell","CL:0000814","t/nk cell","Natural Killer cells","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top10","Spleen","PCLAF,MKI67,ASPM,CCNB2,CEP55,SLC27A2,MND1,UBE2C,MT1E,TPX2","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Proliferating cells",NA,NA,NA,0
"tabulasapiens_top20","Spleen","GZMK,CCL5,CD8A,CD3E,CD3D,IL32,GZMA,CD3G,CD2,CD8B,DUSP2,NKG7,CCL4,IL7R,CTSW,KLRG1,TRAC,LCK,RGS1,FYN","cd8-positive, alpha-beta memory t cell","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell","T cells, Cytotoxic T cells","T cell,cytotoxic T cell","CL:0000084,CL:0000910","t/nk cell",0.5
"tabulasapiens_top20","Spleen","C1QB,SELENOP,C1QA,C1QC,CD5L,APOE,SLC40A1,MS4A7,APOC1,VCAM1,HMOX1,LIPA,LGMN,CXCL12,PDK4,CST3,CREG1,CTSB,CTSL,FABP5","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1
"tabulasapiens_top20","Spleen","IL7R,LEF1,MAL,TCF7,BCL11B,CD3E,TRAC,CD3D,SPOCK2,CD3G,CCR7,RCAN3,NOSIP,INPP4B,CAMK4,LEPROTL1,PRKCQ-AS1,RGCC,TRABD2A,AP3M2","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell","CL:0000895","t/nk cell","Naive T cells","naive T cell","CL:0000898","t/nk cell",0.5
"tabulasapiens_top20","Spleen","LTF,LCN2,OLFM4,RETN,MMP8,PGLYRP1,CEACAM8,CRISP3,CYP4F3,HP,BPI,TCN1,CHIT1,ABCA13,VSTM1,COL17A1,MS4A3,SERPINB10,CEBPE,CEACAM1","intermediate monocyte","intermediate monocyte","CL:0002393","macrophage/monocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",0
"tabulasapiens_top20","Spleen","IFI27,ITGA1,PCDH17,LIMCH1,TIMP3,CAV1,CAVIN2,NTN4,INSR,CD36,NR2F2,KAZN,SEMA3D,AIF1L,CDH11,ARHGAP29,PTPRB,PEAK1,HYAL2,GNG11","endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1
"tabulasapiens_top20","Spleen","MS4A1,BANK1,CD79A,HLA-DRA,TNFRSF13C,CD22,LINC01781,RALGPS2,BLK,BCL11A,HLA-DPB1,HLA-DPA1,TNFRSF13B,LY9,VPREB3,LTB,CD83,CD74,SMIM14,LINC01857","memory b cell","memory B cell","CL:0000787","b cell","B cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top20","Spleen","THBS1,VCAN,LYZ,EREG,CST3,FCN1,CD163,AIF1,TIMP1,MAFB,C5AR1,MS4A6A,CTSB,FGL2,LGALS1,VSIG4,HBEGF,PLAUR,CD14,CXCL2","classical monocyte","classical monocyte","CL:0000860","macrophage/monocyte","Monocytes","monocyte","CL:0000576","macrophage/monocyte",0.5
"tabulasapiens_top20","Spleen","FCGR3B,G0S2,CSF3R,S100P,S100A12,AQP9,IL1R2,IL1RN,VNN2,FPR1,CXCR2,S100A8,ALPL,CMTM2,SLC25A37,SERPINA1,BCL2A1,MNDA,SOD2,GCA","neutrophil","neutrophil","CL:0000775","granulocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",1
"tabulasapiens_top20","Spleen","IGHD,AL139020.1,CD79A,IGHM,LINC00926,MS4A1,STAG3,TNFRSF13C,HLA-DQA1,YBX3,BCL11A,AFF3,HLA-DRA,BANK1,LINC02397,CD83,HLA-DQB1,RALGPS2,HLA-DPA1,FCER2","naive b cell","naive B cell","CL:0000788","b cell","B cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top20","Spleen","MZB1,JCHAIN,TXNDC5,SEC11C,IGHG1,IGHG2,DERL3,FKBP11,PRDX4,XBP1,SDF2L1,MYDGF,ITM2C,HSP90B1,PDIA4,LMAN1,IGHG3,CD38,SSR3,TNFRSF17","plasma cell","plasma cell","CL:0000786","b cell","Plasma cells","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top20","Spleen","IL7R,CD3E,BCL11B,CD3D,IL32,SPOCK2,TRAC,TCF7,CD2,INPP4B,CD3G,ITK,TRAT1,LEPROTL1,CD69,RCAN3,CAMK4,CD40LG,CD28,LEF1","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell","T cells, Helper T cells","T cell,helper T cell","CL:0000084,CL:0000912","t/nk cell",0.5
"tabulasapiens_top20","Spleen","KLRD1,TRGC2,TRDC,CCL5,CMC1,PIK3R1,CD160,CD3D,CD3E,RGS1,KLRB1,NKG7,CD3G,GZMK,IL32,CD7,EOMES,XCL2,GZMA,SYTL3","type i nk t cell","type I NK T cell","CL:0000921","t/nk cell","Natural Killer T cells","mature NK T cell","CL:0000814","t/nk cell",0.5
"tabulasapiens_top20","Spleen","GNLY,FGFBP2,GZMB,CCL5,GZMA,CD3G,GZMH,NSG1,IL7R,CD3D,PRF1,LYAR,CD2,IL32,KLRD1,EFNA5,NKG7,TRAC,CD8A,PPP2R5C","naive thymus-derived cd8-positive, alpha-beta t cell","naive thymus-derived CD8-positive, alpha-beta T cell","CL:0000900","t/nk cell","T cells, Cytotoxic T cells","T cell,cytotoxic T cell","CL:0000084,CL:0000910","t/nk cell",0.5
"tabulasapiens_top20","Spleen","GNLY,GZMB,PRF1,CCL4,NKG7,KLRD1,KLRF1,CLIC3,CCL3,CD7,SPON2,FGFBP2,CD247,GZMA,AREG,CTSW,IFNG,HOPX,IL2RB,TXK","nk cell","natural killer cell","CL:0000623","t/nk cell","Natural Killer T cells","mature NK T cell","CL:0000814","t/nk cell",0.5
"tabulasapiens_top20","Spleen","KIT,LINC00299,MORC1,PNMT,GAPDHS,TNFSF11,SHD,PDZK1,STAC,DIPK1C,CYP26C1,SORCS1,PTPRD,PKDCC,IL23R,SPINK2,PCDH9,ADGRD1,RORC,PRKG1","innate lymphoid cell","innate lymphoid cell","CL:0001065","innate lymphoid cell","Hypothetical cell type (Not identifiable)",NA,NA,NA,0
"tabulasapiens_top20","Spleen","HBA1,HBD,CA1,AHSP,HBM,ALAS2,SLC4A1,SNCA,TRIM58,CA2,GYPB,HEMGN,FECH,SPTA1,HBQ1,SELENBP1,TMCC2,DMTN,KLF1,ANK1","erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythrocytes","erythrocyte","CL:0000232","erythroid cell",1
"tabulasapiens_top20","Spleen","FOXP3,CTLA4,RTKN2,AC133644.2,LEF1,CCR4,CD28,IL2RA,MAL,ICOS,TBC1D4,DUSP4,SPOCK2,IL32,IKZF2,TRAC,CD5,ICA1,TNFRSF4,CD3D","regulatory t cell","regulatory T cell","CL:0000815","t/nk cell","T cells, Regulatory T cells","T cell,regulatory T cell","CL:0000084,CL:0000815","t/nk cell",0.5
"tabulasapiens_top20","Spleen","PF4,ITGA2B,GP9,TREML1,MPIG6B,CMTM5,TMEM40,PF4V1,ITGB3,LTBP1,CLEC1B,ALOX12,SELP,GP1BA,AC090409.1,AQP10,LY6G6F,BEND2,LINC00989,IRX3","platelet","platelet","CL:0000233","platelet","Platelets","platelet","CL:0000233","platelet",1
"tabulasapiens_top20","Spleen","PRTN3,DEFA4,MS4A3,MYB,CTSG,RNASE3,PRSS57,CEACAM6,MSRB3,CYTL1,SERPINB10,PNMT,GATA1,DEFA1B,CPA3,FCER1A,DPPA4,DEFA1,PLPPR3,AL157895.1","hematopoietic stem cell","hematopoietic stem cell","CL:0000037","stem cell","Eosinophils","eosinophil","CL:0000771","granulocyte",0
"tabulasapiens_top20","Spleen","LGALS2,CD1E,CLEC9A,UPK3A,HLA-DPB2,CDH17,IDO2,GLYATL2,IDO1,MYCL,RAB7B,CACNA2D3,PPP1R14A,ENHO,SLAMF8,C15orf48,CRIP3,NDRG2,AC064805.1,SERPINF1","cd141-positive myeloid dendritic cell","CD141-positive myeloid dendritic cell","CL:0002394","dendritic cell","Dendritic cells","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top20","Spleen","CLEC9A,RAB7B,PPM1J,ENPP1,IDO1,UPK3A,MYCL,XCR1,CYP2S1,ARHGAP20,LGALS2,SERPINF2,HLA-DPB2,BATF3,SERPINF1,NDRG2,CLNK,GPR157,S100B,WFDC21P","cd1c-positive myeloid dendritic cell","CD1c-positive myeloid dendritic cell","CL:0002399","dendritic cell","Dendritic cells","dendritic cell","CL:0000451","dendritic cell",0.5
